feature,mean_importance
Amount,-0.029939715290352796
V22,-0.012519696154451854
V19,-0.008132988412896402
V17,-0.005070788968652718
V4,-0.004520185637167806
V12,-0.004047374261085412
V7,-0.003374808037779431
V10,-0.003327066249004229
V16,-0.0026795819484153327
V25,-0.0025807057647704744
V21,-0.0019555802913597377
V1,-0.001795801172429634
V20,-0.0015404767142066511
V24,-0.0015328825224355746
V5,-0.0012104627567335769
V9,-0.0010453363202661769
V3,-0.0004319223275369488
V15,0.00010719140313204533
Class,0.00034660465280316187
V13,0.0007479294028400751
V23,0.0007912860975144653
V6,0.0014581124655220102
V11,0.001833302220734101
V14,0.002648926838604115
V18,0.004213873376447896
V8,0.004408966943689929
V26,0.005524480958229905
V28,0.010525297068090111
V2,0.01334613720161899
V27,0.02069038570041446
