feature,mean_importance
V19,-0.005019083369469346
V14,-0.004149769684110294
V21,-0.0037766128998860003
V20,-0.003502640493066367
V16,-0.0029793259698399632
Amount,-0.0024384216216761347
V7,-0.0023921823999222937
V3,-0.0006645127040059596
Class,-0.0006502512631773927
V17,-0.0005917446453408193
V4,-4.196266671128157e-05
V23,0.00013285149806940844
V8,0.0004428978081538526
V2,0.0005252797623711558
V13,0.0006067799536397134
V11,0.0013465050816407586
V5,0.0014029774823814067
V6,0.0014517843531673513
V15,0.0014987321727670366
V22,0.0015235705609838001
V1,0.0015853798162841714
V9,0.0017658409270567387
V26,0.0019332041148592439
V18,0.00264381706544361
V12,0.003084237002154722
V24,0.00311871519669753
V25,0.003460661922798236
V28,0.004994348173080798
V10,0.008591315529973631
V27,0.009983584476418362
