feature,mean_importance
V6,-0.01732665447945807
V12,-0.01653959917345089
V13,-0.012567411404782836
V28,-0.010487322913185415
V21,-0.010186036543284382
Amount,-0.008449597437740364
V4,-0.005694410649521542
V20,-0.003336615795755704
V24,-0.0013394650826465293
V27,-0.0011789671315511007
V18,-0.0005359014537797746
V3,-0.0003560044469036017
V15,1.1684406876422137e-05
V2,0.0005196583312776726
V11,0.000707719035887977
V14,0.0016123125558648033
V26,0.001908955720366068
Class,0.002823882880418438
V25,0.002857750667192116
V16,0.004744955207224244
V5,0.005224637100406193
V19,0.008044337807801538
V8,0.008308764962597115
V7,0.008775631750756973
V17,0.01028375651437008
V22,0.012071929762558619
V9,0.019075072096318292
V10,0.020040207552777644
V1,0.023873524922697165
V23,0.025367605660779936
