feature,mean_importance
V11,-0.011559600818811267
V17,-0.010358479201701364
V1,-0.00918226532318751
V24,-0.007743192357914275
V18,-0.006936603200492564
V4,-0.005585565510661849
V27,-0.004615391853503703
V26,-0.004124396605232894
Amount,-0.003948484297441546
V12,-0.0037024233659067153
V2,-0.0031888566868352175
V25,-0.002910640558955535
V19,-0.0019304008237840842
V23,-0.0006992521272402019
V5,-0.0006986769983325702
V14,-0.00022187486590250494
Class,1.545459487499734e-05
V8,2.263620504914243e-05
V9,0.0005246675609059892
V10,0.0012907919529116408
V22,0.0022475027559728743
V16,0.002284062448204738
V28,0.0024929937173707286
V21,0.0026800214674539413
V3,0.003071799574539935
V20,0.0036644852104815717
V7,0.00425705383033026
V15,0.00445559677996632
V6,0.0045638067944132835
V13,0.006189034932400061
