feature,shap_importance
V24,15.907480518224732
V10,13.265500035856105
V8,6.200426825298666
Time,3.6047030657075663
V15,3.447200389770551
V19,2.258605089756433
V2,1.8071531789654205
V5,0.0
V18,0.0
V28,0.0
V27,0.0
V26,0.0
V25,0.0
V23,0.0
V22,0.0
V21,0.0
V20,0.0
V17,0.0
V6,0.0
V16,0.0
V1,0.0
V14,0.0
V13,0.0
V12,0.0
V11,0.0
V3,0.0
V9,0.0
V4,0.0
V7,0.0
Class,0.0
