name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,rmse,575.0804045028862,4.2
2_DecisionTree,Decision Tree,rmse,579.6767857443824,53.89
3_Default_Xgboost,Xgboost,rmse,575.2156480154316,18.15
4_Default_NeuralNetwork,Neural Network,rmse,576.3862147143757,7.36
5_Default_RandomForest,Random Forest,rmse,576.3427515749069,36.36
Ensemble,Ensemble,rmse,575.0161673387036,1.25
