feature,mean_importance
V23,-0.01747973384131505
V22,-0.013227660169892208
V3_ratio_V21,-0.010874058758398442
V10,-0.01022571721670813
V19,-0.00982172760008393
V12,-0.0088214426028155
V26,-0.0071332713175076504
V3,-0.004862973755619527
V5,-0.003746590156160523
V21,-0.0036091089559570078
Class,-0.0018624422352550684
V4,-0.0004020427088834877
Class_multiply_V11,-1.5483655810633047e-05
V11_ratio_Class,6.105200987427394e-07
Class_ratio_V24,1.4873755274913413e-05
V28_ratio_Class,0.0006887587594910372
V20,0.0017804442329849123
V24_ratio_V28,0.0017903418272595451
Class_multiply_V28,0.0028700724972761547
V18_sum_V15,0.0034048447602294195
V23_sum_V6,0.003484253133508264
V16,0.0036188900141909787
V15,0.006329642746995145
V24,0.0063854381213247265
V28,0.006910906505924408
V7,0.007468787837136492
V27,0.007986221711339402
V1,0.009363452680613093
V18,0.010161958340392973
V18_multiply_V15,0.012209191106660433
Amount,0.013210124676322033
V8,0.013225549869118568
V13,0.014108380621962114
V11,0.019801157955469127
V2,0.02061584846675384
V25,0.02211128936952613
V17,0.023429669437454705
V9,0.026680543891935814
V14,0.027208806065972157
V6,0.04640458361577167
