feature,mean_importance
V19,-0.006293017632353038
V11,-0.004207526772516901
V17,-0.00211106925265665
V7,-0.0019285502297062829
V4,-0.0019001048293550316
V10,-0.0008845676507430955
V28,-0.00012032334593479189
Amount,0.0
V26,0.0
V25,0.0
V23,0.0
V22,0.0
V21,0.0
V18,0.0
V14,0.0
V9,0.0
V6,0.0
V5,0.0
V3,0.0
V2,0.0
V1,0.0
V13,0.0
Class,0.0
V27,0.0010600814791373204
V16,0.0014547563469751613
V8,0.0015871660887511573
V15,0.001970693412907387
V12,0.0021656318578864076
V24,0.0037654938431001873
V20,0.0045805356821275066
