feature,mean_importance
V7,-0.006580416150948865
V27,-0.006498346119072651
V4,-0.005057233798359628
V16,-0.0045125546479778626
V19,-0.0029274623418963806
V15,-0.0023868794669887226
V17,-0.001699896247427235
V8,-0.0016426348143016467
V20,-0.0009123767398139471
V11,-0.00013607664396904086
V23,0.0
V21,0.0
V25,0.0
V18,0.0
V26,0.0
V22,0.0
Amount,0.0
V14,0.0
V13,0.0
V9,0.0
V6,0.0
V5,0.0
V3,0.0
V2,0.0
V1,0.0
Class,0.0
V12,0.0035451432271688564
V28,0.00371157421122843
V10,0.004262456790815272
V24,0.010677249579649172
