name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,rmse,1476.2592253255111,6.47
2_DecisionTree,Decision Tree,rmse,1543.525702989255,25.44
3_Linear,Linear,rmse,1513.1075268005986,10.61
4_Default_Xgboost,Xgboost,rmse,1478.353352640239,12.69
5_Default_NeuralNetwork,Neural Network,rmse,1515.9232909585355,2.99
6_Default_RandomForest,Random Forest,rmse,1479.1353959622943,15.08
Ensemble,Ensemble,rmse,1473.7579018537958,0.57
