feature,mean_importance
V1,-0.007715286797150389
V20,-0.006397936061820042
V24,-0.005574707487336505
Amount,-0.005155064394588837
V3_ratio_V21,-0.004310268481021606
V14,-0.0032730512048365855
V21,-0.0029180199525252527
V8,-0.0024633701425154975
V19,-0.0023397590703761796
V3,-0.0019872173782529813
V7,-0.0015928038165557768
V28,-0.001447139865414271
V10,-0.0007755763138267202
V15,-0.0006740894474424275
V16,-0.0005228411349350815
V24_ratio_V28,-0.00031403789798603034
Class_multiply_V28,-0.00027925061284965745
Class,7.460922257740421e-06
V12,0.00011859382654688666
Class_ratio_V24,0.0005585113186635793
V28_ratio_Class,0.0006378293062207386
V13,0.0007321602847206066
V6,0.0008287413269531419
Class_multiply_V11,0.0012612697828994657
V11_ratio_Class,0.001377234840951269
V9,0.0015443875451713219
V11,0.0016447096641470037
V2,0.0018690407245144148
V18,0.001930638920980643
V26,0.0025309155401404436
V23,0.0029044342887455167
V25,0.003292808144593362
V17,0.0034447818672298514
V4,0.0052562773722198974
V5,0.005734399815864944
V18_sum_V15,0.0066299143917798896
V23_sum_V6,0.007557398907617641
V22,0.007821201382656694
V27,0.007857312598451438
V18_multiply_V15,0.01335980010170612
