feature,mean_importance
V23,-0.02741869963413941
V8,-0.018589153056798802
V5,-0.013720918942182237
V1,-0.011938268563018984
Amount,-0.006139666237861574
V23_sum_V6,-0.005775007788636932
V18,-0.005026918799704361
V21,-0.0019467530098931096
V18_sum_V15,-0.0016282252580224644
V25,-0.0009274587100281728
V4,7.295858213303141e-05
V3_ratio_V21,8.196136441913637e-05
V24_ratio_V28,0.00010757180377978237
Class_ratio_V24,0.00011714229549890654
V2,0.00019307594715920474
V11_ratio_Class,0.0005991288872641664
Class_multiply_V11,0.0008934199519995189
Class_multiply_V28,0.0009793587567304752
Class,0.0012831628807911776
V28_ratio_Class,0.0019953635066706442
V11,0.002181289671522135
V17,0.0027376205485353912
V10,0.004025061350965098
V28,0.004219879670846027
V6,0.004498335660529573
V14,0.004675481006062254
V3,0.004715610935543291
V15,0.005485159220071934
V9,0.006548481587255672
V24,0.0065756491095542826
V16,0.007925879820749904
V12,0.008398261243101723
V7,0.009357602841154167
V26,0.010698802909157834
V27,0.012168745731375585
V13,0.012787084115250646
V20,0.016331621474247538
V22,0.016987145227402724
V18_multiply_V15,0.01906278453229073
V19,0.02291021282917729
