feature,mean_importance
V3_ratio_V21,-0.007546463177250118
V21,-0.005427604142925091
V16,-0.005044705992994336
V17,-0.004507682145223546
V11,-0.003567790589726294
V15,-0.0033182655306299934
V18_sum_V15,-0.002859029418111647
V4,-0.002645497037553168
V24,-0.0023039127086552647
V6,-0.0014901616136629547
Amount,-0.0011859477777682592
V20,-0.000602155887206357
V26,-0.0006015760870191178
Class_ratio_V24,-0.0005766261719359012
V23,-0.0004213996623531724
Class,-0.00027342925054687497
V2,-0.00019502748691426763
V13,-0.0001363565500835051
V9,2.4447034250529853e-05
V24_ratio_V28,0.00011868985918843667
V18,0.0004937262374526518
V23_sum_V6,0.0014267852048347241
Class_multiply_V11,0.0024495342963967827
V5,0.002599320175940667
V27,0.002915223851190718
V25,0.002940600213468292
V7,0.003668702517243383
V28_ratio_Class,0.004033045134124391
V19,0.004076118123684358
V18_multiply_V15,0.004656541615554066
V8,0.00512253555312212
Class_multiply_V28,0.005553323841993385
V11_ratio_Class,0.005680164113169672
V14,0.005765637719397465
V10,0.007664206174511556
V1,0.009753483605152246
V3,0.011446973798805039
V22,0.014396319283928127
V28,0.016335590405946322
V12,0.020058004603623236
