feature,mean_importance
V24_ratio_V28,-0.028012977105194414
V7,-0.015270126367980552
V16,-0.013870527212582529
Class_multiply_V11,-0.01090342775397688
V3_ratio_V21,-0.010141615639991785
V14,-0.007551195392635446
V8,-0.006674543711878034
V4,-0.00492442962761257
V5,-0.0047472160009083275
V23_sum_V6,-0.004696427677273185
V10,-0.0043661397433806485
V27,-0.004060406004394812
V3,-0.004057526878230888
Amount,-0.004036196967788408
V28,-0.0036708321699924886
V21,-0.003513290897095489
V1,-0.002165372303568569
V9,-0.0012415058959521108
V18_sum_V15,-0.0010242867138805067
V28_ratio_Class,-0.000381530344901293
V15,-0.0003215058194231624
V11_ratio_Class,-0.00022443146288013692
V26,-2.4826736864813625e-05
V23,7.270223449804548e-05
Class_multiply_V28,0.00018092742570776643
V17,0.0003796116731957344
Class,0.00116219503000754
V25,0.0011942840634414863
V20,0.001915302025774146
V19,0.0019854326108569966
V18,0.0030008952314890536
V13,0.0031733898799941153
V12,0.0036273468610888314
V24,0.0040347565975332065
V18_multiply_V15,0.004171265912893319
V2,0.005085556577560979
Class_ratio_V24,0.005334416434202449
V6,0.008166535908726135
V11,0.010184973567034784
V22,0.013134278191223415
