feature,shap_importance
V25,0.01390958
V18,0.010508994
V23,0.009291819
V26,0.009116449
V16,0.008111385
V3,0.007399598
V6,0.00700992
V12,0.006273231
V9,0.0060433755
V22,0.00491569
V13,0.0040324936
V15,0.003917612
V2,0.0033386666
V21,0.0028448114
V8,0.0028007247
V27,0.0024202627
V7,0.002329979
V1,0.002181818
V11,0.001556574
V19,0.0006813996
V5,0.0006805253
V10,0.00038305062
Time,0.00036329025
V4,0.00024354857
V20,0.0
V24,0.0
V17,0.0
V14,0.0
V28,0.0
Class,0.0
