feature,mean_importance
V6,-0.0031451603211247736
V9,-0.0029670694151459065
V25,-0.0028878281979418663
V11,-0.0026358569430483094
V1,-0.001077980512277188
V2,-0.0002631366331477647
V7,-0.00021271657508001863
V10,-0.00011993263995768721
V15,-0.00010665402552119118
V19,-6.862827234415114e-05
Amount,0.0
V27,0.0
V26,0.0
V22,0.0
V14,0.0
V4,0.0
V3,0.0
Class,0.0
V20,5.211112144001273e-05
V18,7.660278218954986e-05
V23,0.00045959728049387304
V12,0.0005464382677525581
V16,0.000568203746774465
V8,0.0006816410715311915
V24,0.0006898226594607814
V13,0.0007258265133545993
V21,0.0008962199983499674
V17,0.0011251626966447769
V5,0.0012737968522429587
V28,0.00267465041179753
