feature,mean_importance
V7,-0.0058592411667640395
Amount,-0.003808369244612919
V6,-0.0016161756665990623
V16,-0.0015761506454890829
V25,-0.0006732126054845189
V15,-0.0005210771263278957
V23,-0.00034012083372108036
V20,-0.0002370597664017815
V11,-0.00016753090760346367
V24,0.0
Class,0.0
V9,0.0
V1,0.0
V10,0.0
V5,0.0
V14,4.039748220874273e-05
V2,0.00018798200030953894
V4,0.00020703843341332017
V8,0.00030218279735212407
V18,0.00036645332571305644
V3,0.0005007782615499501
V12,0.0007529271575372753
V27,0.0015885636880211607
V21,0.0020889267536868595
V22,0.002830831341190976
V28,0.0029715860451094756
V17,0.006727526293338837
V26,0.00958273859354648
V13,0.009955708214889914
V19,0.012382360782867696
