feature,mean_importance
V26,-0.0062057135044469415
V13,-0.0037814163769061214
V16,-0.0037637124712518234
V21,-0.0022487925664090858
V10,-0.001850357573126593
V9,-0.0018407197688625088
V27,-0.0012223127265697854
V24,-0.0010274489789355635
V28,-1.1102230246251565e-16
V14,-8.881784197001253e-17
V17,-8.881784197001253e-17
V20,-6.661338147750939e-17
V18,-6.661338147750939e-17
V15,-6.661338147750939e-17
Class,-6.661338147750939e-17
V6,-6.661338147750939e-17
V2,-6.661338147750939e-17
V1,-6.661338147750939e-17
V7,-4.4408920985006264e-17
V19,-4.4408920985006264e-17
V4,-4.4408920985006264e-17
Amount,-4.4408920985006264e-17
V5,0.00018182188899933393
V8,0.0006664893365662782
V12,0.0009211972893035325
V23,0.0013666415795377863
V3,0.001392581372931212
V22,0.0015911885972194728
V25,0.0032772155449744657
V11,0.028025866779469232
