feature,mean_importance
V14,-0.0017682412768310174
V21,-0.00039574486785354246
V17,-0.00035780551742872204
V13,-0.00023368451318592776
V15,-9.413399689004454e-05
V26,0.0
V25,0.0
V20,0.0
V19,0.0
V18,0.0
V16,0.0
Amount,0.0
V4,0.0
V1,0.0
V2,0.0
V3,0.0
V11,0.0
V5,0.0
Class,0.0
V8,0.0
V10,0.0
V7,4.729327225616586e-06
V23,0.00038254471811693946
V22,0.0005184403851210328
V24,0.0006486764182890958
V28,0.0009198432036132909
V9,0.0011395054067499188
V12,0.001374218633341573
V27,0.0014010517892055318
V6,0.002408618668555218
