feature,mean_importance
V9,-0.00830678345863516
V20,-0.008210679214890982
V5,-0.006998525343514283
Amount,-0.006442747713192798
V17,-0.006416804462736269
V21,-0.005113396904402467
V16,-0.004306608449336946
V6,-0.004166326372348483
V15,-0.003355897663793317
V11,-0.002976466271433309
V4,-0.002888789606460529
V3,-0.002675149869033544
V27,-0.0026439083981878663
V28,-0.002078984916781956
V7,-0.001999986538005638
V25,-0.0018010322498368315
V13,-0.0017912057097639877
V8,-0.001677550349482293
V26,-0.0011345991198305372
V12,-0.000787962234415418
V24,-0.00043931136662416214
V22,-0.00038036632580611406
V19,0.0006132523933937595
V18,0.000867950069084289
Class,0.0008766512623931799
V2,0.0016360022790203876
V14,0.0020294341379266667
V23,0.002510909946113471
V1,0.0032880239424763367
V10,0.0045859222010450115
