feature,mean_importance
V3,-0.03830015090086629
V12,-0.030809132673826588
V21,-0.015791747921417354
V17,-0.010859646739411134
V11,-0.01014397742785782
V22,-0.009212886511776208
V24,-0.007954159716902698
V14,-0.006062584046859954
V4,-0.005772098033668982
V25,-0.0036131868087593945
V19,-0.00352377684882601
V8,0.0004612073525718685
V5,0.0019689628253544813
V7,0.0019961746282916694
V20,0.0020186606047791324
V13,0.0024122036312234306
V23,0.002892775056449448
V26,0.002959176096140048
V16,0.003760652150852373
Amount,0.00455346421860634
Class,0.0052308864285961045
V1,0.007525471222181057
V10,0.010834444124080989
V2,0.01796888692849947
V28,0.020631479434861967
V6,0.020842545602212416
V18,0.024329409679618143
V9,0.02819215395040873
V27,0.03916574463879972
V15,0.045354762722992346
