feature,mean_importance
V16,-0.007688295631565234
V9,-0.007623909760083735
V2,-0.00513685734377336
V12,-0.003847582856489806
V6,-0.003445744554400787
Amount,-0.0034092717651997397
V3,-0.0025266376365083556
Class,-0.0023103904319227153
V19,-0.0022712967925689886
V21,-0.002171405140016658
V8,-0.001600778567520811
V26,-0.0004332487872659607
V17,-0.0004181450662179342
V4,-0.00030247692001064144
V11,-0.00026628614145451923
V1,-0.00011636470131473064
V24,-0.00011160198006545662
V5,-0.00011061874147038076
V23,-8.894822951162062e-05
V20,-4.053585987178199e-05
V28,0.00022012493431633473
V7,0.0006369134360626916
V18,0.0011106746720643379
V14,0.0016627976670094524
V25,0.0024726746645725717
V22,0.0031479166509471137
V15,0.004591003410323813
V10,0.0052411826347426695
V27,0.009740661650407923
V13,0.01557413753905077
