feature,mean_importance
V1,-0.01688477107516606
V8,-0.016838765854567582
V18,-0.012780646028521669
V12,-0.007547414708181455
V23,-0.006675157235222917
V21,-0.005051619405361673
V3,-0.004891483041110378
V4,-0.004703087915876836
V28,-0.002978230535136861
V11,-0.0017277549496721445
V7,-0.0011984850261962609
Amount,-0.0011972132486619547
V17,-0.0009623321366359239
V16,-0.000592662742415584
V2,-0.0004418873257255651
V5,-0.0003395776572389764
V26,-0.00010806720476481679
V20,-5.248430223976363e-05
V14,0.0012768259736519294
Class,0.001635379301274309
V9,0.0021794511923552305
V15,0.002901550769655925
V25,0.0032209942982994733
V24,0.005639224185416003
V22,0.00777753426190646
V10,0.010043451673304648
V19,0.010637049329252602
V13,0.01107214322452399
V6,0.012114098309428601
V27,0.014490079826621205
