feature,mean_importance
V27,-0.010299082966139617
V3,-0.009277763007933348
V6,-0.005765811807283994
V25,-0.005361963020374327
Amount,-0.005008124300262651
V16,-0.004985578518217304
V15,-0.004034489024648114
V1,-0.0031266496229593876
V21,-0.0028981140084416435
V7,-0.0027937727760956933
V5,-0.0023012436177343608
V18,-0.0012455600452137006
V11,-0.0005970792042776729
V14,-0.00042319965370261057
V4,-0.0002828634792002127
V20,1.07968594661223e-05
V2,0.0001223194646404746
V22,0.0002735320021162391
V24,0.0002736266885064786
V12,0.0004567766273840146
V28,0.0004584746247659588
V26,0.0005606049163101812
V8,0.0008613686145950705
Class,0.0009788073618218097
V23,0.0011028644508134454
V17,0.0027981606570468553
V9,0.005558441382603885
V19,0.006364640961295099
V13,0.010022252938727449
V10,0.014492819533900646
