feature,mean_importance
Amount,-0.04260397280241026
V22,-0.013423557690945031
V19,-0.010872466235432032
V21,-0.005419884922817264
V26,-0.004611061994059096
V16,-0.004395422693015671
V1,-0.0032368911230804542
V3,-0.0032329927137959126
V28,-0.0029988692961393504
V20,-0.0019710845572637583
V5,-0.001414353214653108
V12,-0.0005419878732951134
V11,-0.0003462194826127529
V4,-0.000211205863896069
V18,1.891442615020722e-05
V2,0.0006481624743978287
V7,0.0006924419434780838
V25,0.0012168515745315744
V17,0.001248818528134965
V23,0.002000042710025163
V15,0.002124874695289325
V24,0.0026932822792351983
Class,0.002699248366471707
V8,0.0030676286941978327
V13,0.005087516506697298
V14,0.00638703168994148
V9,0.01034227610394316
V6,0.01159558939464329
V10,0.01344229562602992
V27,0.014710615516259828
