feature,mean_importance
V25,-0.008985791424794299
V22,-0.006963264588297524
V4,-0.004352578320227907
V16,-0.0014168911151058784
V2,-0.00047214747825328194
Amount,-0.0004160806769578862
V20,-0.00037698919805095876
V10,-0.0003044645311214289
V11_ratio_Class,0.0
Class_multiply_V11,0.0
Class,0.0
V28_ratio_Class,0.0
V19,0.0
Class_ratio_V24,0.0
Class_multiply_V28,6.502100868066574e-05
V24_ratio_V28,7.835326720861957e-05
V3_ratio_V21,0.0003056911111703364
V3,0.001128934843064666
V1,0.001203976997977585
V18,0.001424158443489021
V7,0.0017481370090319582
V14,0.0019716582971472272
V23_sum_V6,0.0030210821806758493
V18_sum_V15,0.003695878057297497
V12,0.004139166528573557
V6,0.004156413209869814
V17,0.0041716573716443104
V8,0.004183076446606271
V24,0.004743311657305171
V9,0.004899370906110212
V28,0.005012433324550836
V26,0.005674626282456141
V15,0.006797601210187465
V21,0.007126939519894427
V11,0.009517457758444526
V5,0.010880312441426421
V27,0.011038449509038917
V18_multiply_V15,0.011977303622913493
V13,0.013533313870343755
V23,0.016336568925070072
