feature,weight
intercept,0.31428984527169945
age,0.7482122099393316
income,0.833006980442017
education,-0.35396455468411714
work_experience,0.5544252647390847
city_size,-0.8067941754461496
credit_score,0.8623920064887635
dependents,0.6413394148781113
homeowner,-0.11933791391575879
