feature,mean_importance
V1,-0.012798076244717205
V4,-0.010565545857273451
V22,-0.009993707540856978
V28,-0.009500716991021596
V12,-0.00882512169236227
V18,-0.00856683000935492
V11,-0.007500537403806851
V25,-0.0074290594768644524
V17,-0.007054285045243569
V5,-0.006614595802338164
V20,-0.006083648603846648
Amount,-0.004876163851088622
V26,-0.004584500419505888
V8,-0.0038398950179416415
V16,-0.0037073388443102486
V7,-0.0035853849684869933
V27,-0.0032135643340270637
V9,-0.003170868127341331
V23,-0.002516968897797467
V10,-0.0023071829821579735
Class,-0.0013485346079990634
V21,-0.0011420604029756642
V14,-0.0009097660250778183
V6,-0.0009055378752276689
V2,-7.470841545371698e-05
V13,0.0006587639965120129
V19,0.0006797799320416243
V3,0.0035718234507338574
V15,0.005652739406572982
V24,0.007785030528573778
