feature,mean_importance
V21,-0.007323106937302671
V25,-0.005730331920238463
V1,-0.004702047194074055
V28,-0.00436552350767907
V24,-0.004258742670272353
V8,-0.003610058181125009
V20,-0.003176063378796101
V11,-0.0027043250603458802
V19,-0.0024622311622592985
V14,-0.0018441312652213604
V16,-0.0010277136445613344
V5,0.0004017702435675563
V22,0.0004162022169472479
Class,0.0006484020989822259
V23,0.0013236404483933928
V3,0.0014734974034015913
V2,0.002045280507024172
V6,0.0022234789506271556
V27,0.002480644262209042
V4,0.0026064145931639525
V26,0.0026311103811076375
V18,0.0028493303121229553
V7,0.003350333917837567
V17,0.003416084320826096
V9,0.0034288951929192456
V13,0.004995703507348815
V15,0.006112947974449945
V12,0.00723181285309038
V10,0.007827747881320323
Amount,0.008911521363578733
