name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,rmse,1476.2592253255111,0.99
2_DecisionTree,Decision Tree,rmse,1555.8642661796148,5.54
3_Linear,Linear,rmse,1513.1075268005986,6.29
4_Default_Xgboost,Xgboost,rmse,1478.353352640239,11.92
5_Default_NeuralNetwork,Neural Network,rmse,1489.8227440468659,4.34
6_Default_RandomForest,Random Forest,rmse,1479.1353959622943,11.28
Ensemble,Ensemble,rmse,1462.4230090425724,0.51
