feature,mean_importance
V27,-0.006117225892771949
V25,-0.005299180378619805
Amount,-0.0034372563280427705
V19,-0.003057573263463409
V23,-0.001888545448239487
V26,-0.0016889305101509765
V3,-0.0012191023540727875
V11,-0.0009431256091925854
V17,-0.0005995521890084898
V22,-0.0005609662027635353
V12,-0.000293776520228195
V15,-0.00021172376300966357
V16,-0.0001592568250724957
V4,-6.79208863978653e-05
V21,0.0
V20,0.0
V14,0.0
V2,0.0
Class,0.0
V9,2.8940717043690612e-05
V18,6.715356935780293e-05
V5,0.0006023280047642076
V1,0.0007690080332045212
V28,0.0009834396977381975
V13,0.0010391609218822983
V6,0.0010568783267353333
V10,0.0013649063950696761
V24,0.0013945459427992413
V8,0.0018328833262563071
V7,0.0031977917984584046
