name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,logloss,0.6931471805599453,2.58
2_DecisionTree,Decision Tree,logloss,0.6286886459874856,11.24
3_Linear,Linear,logloss,0.8911846626124941,5.88
4_Default_Xgboost,Xgboost,logloss,0.46593671761428057,3.87
5_Default_NeuralNetwork,Neural Network,logloss,0.7728399212316324,2.14
6_Default_RandomForest,Random Forest,logloss,0.6931471805599453,4.47
Ensemble,Ensemble,logloss,0.46593671761428057,0.78
