name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,logloss,0.6931471805599453,2.56
2_DecisionTree,Decision Tree,logloss,1.192092966562092e-07,9.43
3_Linear,Linear,logloss,0.11073263043880717,7.18
4_Default_Xgboost,Xgboost,logloss,0.07224461117997236,2.82
5_Default_NeuralNetwork,Neural Network,logloss,0.4567536436195465,2.87
6_Default_RandomForest,Random Forest,logloss,0.6931471805599453,9.9
Ensemble,Ensemble,logloss,1.192092966562092e-07,1.26
