feature,mean_importance
V9,-0.005755591869213994
V4,-0.005654524180249388
Amount,-0.004768886459482258
V16,-0.002791030772944869
V20,-0.002243929217992502
V27,-0.0014473523486033591
V19,-0.0013100522957690374
V2,-0.001281562108334433
V5,-0.000739286546893303
V3,-0.0005103530779033471
V18,0.0
V17,0.0
Class,0.0
V1,0.0
V12,0.0
V24,0.0005849893435844411
V14,0.0014339541633058284
V8,0.0016862172809159804
V7,0.0017521107397415081
V21,0.002392764911007439
V10,0.0031195428144158875
V15,0.003654347378945877
V23,0.0041108557264830205
V26,0.004346742979254392
V25,0.004900226495629845
V6,0.0049007594229520945
V28,0.004998852390458897
V13,0.006236291613133505
V22,0.006400418078986525
V11,0.008031596431808485
