feature,mean_importance
V25,-0.002803016512868117
V2,-0.0019933719109757274
V19,-0.0009308251097778885
V10,-0.0009123368658956021
V5,-0.0009009257611789723
V23,-0.0008144319959016766
V7,-0.0005933545714436938
V17,-0.0005412183965083584
V11,-0.00037330561089541356
V8,-0.00022047119262296188
V16,-0.00012337479701494126
V24,0.0
V20,0.0
V26,0.0
V18,0.0
V22,0.0
Amount,0.0
V14,0.0
V28,0.0
V12,0.0
V9,0.0
V3,0.0
V1,0.0
Class,0.0
V4,0.00039216261127044126
V21,0.000695238102750717
V15,0.0012507717023122257
V6,0.0019900880310847135
V13,0.004127730810966135
V27,0.005815719045692469
