feature,mean_importance
V25,-0.003670802268273077
V19,-0.002106008471593124
V9,-0.0017991187012729392
V22,-0.0011566848915609107
V2,-0.0010564405141435084
V5,-0.0006075545203907406
V4,-0.0006015487979376344
V23,-0.00039379245308150955
V8,-0.00038175887841318534
V24,-0.0003186109413759741
V11,-0.00031186112074590435
V1,-0.0003108973977440366
V20,-0.00020325989923886123
V27,-0.00014084108430776344
V12,-0.0001237776203157237
V28,-4.641688970863367e-05
V17,-4.3821507785590796e-05
Class,0.0
V3,7.640887353057568e-05
V7,0.00024487553922543094
V15,0.00026052970616383673
V21,0.0004042231741217872
V14,0.0006920090738732787
V26,0.000772847132559229
V18,0.0008640491433568931
V6,0.0009647827561567457
V16,0.001010915395645262
V10,0.0010232444429832065
V13,0.0025591414984470926
Amount,0.0031369532461681835
