feature,mean_importance
V27,-0.006102956644590795
V15,-0.005589974508586027
V26,-0.0023315655655624214
V19,-0.0018313860235719792
V14,-0.0013343447349105197
V6,-0.0012391080652424335
V24,-0.0010425860775588936
V21,-0.0008684801428745948
V8,-0.0008239520848886573
V3,-0.0006219400218170801
V23,-0.00042634252339075475
V2,-0.0003302358975583619
V11,-0.0003011206862607141
V7,-3.4951431736973684e-05
V10,-9.854646724916093e-06
V20,0.0
Class,0.0
V9,8.589544709503016e-06
V5,1.5655775165157593e-05
V22,1.9032244736783e-05
V1,3.3388797635303116e-05
V17,9.767490623011633e-05
V18,0.00020242319309000668
V4,0.00025826756632472134
V13,0.0008155221445285577
V16,0.0009150362540243818
V25,0.0013950244394095534
Amount,0.0017248773658987248
V12,0.0017706397034948473
V28,0.0028483350926765904
