feature,mean_importance
V27,-0.004186077270619903
V6,-0.004001047859929874
V7,-0.002581125202819301
V4,-0.0016026295453445804
V12,-0.0014727817288257227
Amount,-0.001254655979987862
V19,-0.0006766440909607762
V2,-0.0006694030246908511
V26,-0.0006179690086243639
V16,-0.0005712374129361209
V23,-0.00045177966465561605
V18,-0.0003948001925704103
V14,-0.0002706534924863835
V8,-0.00024889812685391366
V28,-0.0002478300319191717
V22,-0.0001765625293280282
V1,-1.807630154280204e-05
V17,-1.4987621592066346e-05
V13,0.0
V24,0.0
V11,0.0
V21,0.0
V9,0.0
V20,0.0
Class,0.0
V5,0.00019088693860396243
V10,0.0002610717431832832
V3,0.0005648203984461419
V15,0.0016443233771910926
V25,0.00264482094377434
