feature,mean_importance
V25,-0.004882780389833963
V23,-0.004350394622690179
V9,-0.0025568867365978187
V1,-0.0024740283507555193
V15,-0.001808880450552608
V5,-0.0016393977958710337
V8,-0.001586567744653955
V10,-0.0015750863881743404
V28,-0.001412130384908905
V21,-0.001131770232688689
V11,-0.0010006362687488668
V26,-0.0007207704331035237
V6,-0.0005301852831840926
V3,-0.0004848426672806827
V18,-0.0002661118034450238
V4,-0.00022750223794190116
V14,-0.0001370150048033203
V24,0.0
V22,0.0
V20,0.0
Class,0.0
V17,0.0
V13,0.0
V7,0.0
V2,0.0
V19,0.0004989701182552375
V16,0.0005278151727069913
V12,0.0010359870663536608
V27,0.0010669826536380046
Amount,0.0010823604369765594
