feature,mean_importance
V11,-0.0028634809413156104
V25,-0.002167916760464239
V7,-0.0014588033612844774
V15,-0.0011842405961581814
V19,-0.0010761080853278315
V4,-0.0008549980515167421
V14,-0.0008249051931275453
V2,-0.000692893021852603
V26,-0.0006704720066968318
Amount,-0.0006430046106927101
V8,-0.0003732123419789124
V17,-0.0002649403892798885
V5,0.0
V24,0.0
V20,0.0
Class,0.0
V28,0.0
V13,0.0
V16,1.7942734601628095e-05
V22,7.853449387209554e-05
V6,0.00015985273013736646
V18,0.00016411576461787812
V12,0.00023021582906155303
V21,0.0003119402131680049
V3,0.0005563387497880878
V27,0.0006182983849337687
V10,0.0008054838799596897
V1,0.0009849650757926208
V9,0.0012354272388441334
V23,0.0012758834617355053
