feature,mean_importance
V1,-0.0035670550460917385
V5,-0.002409892743451536
V4,-0.0020471546323063807
V11,-0.0020023420472198516
V16,-0.0019009943181201195
V8,-0.0011281949491602993
V13,-0.0008128896619393089
V14,-0.0003774299482300236
V21,-0.0003091005359332044
V3,-0.0002790936120327991
V17,-0.00024221568936537706
Class,0.0
V19,7.691613879732274e-05
V18,0.00010494558630886885
V24,0.0002599820315628776
V22,0.00046674883239683496
V25,0.0005531568341617721
V7,0.0006857311413837941
V12,0.0008046742105204174
V28,0.0008177213136644212
V15,0.0009134934153498086
V20,0.001334375720719283
V10,0.0027845350959549544
V6,0.003573013140631698
V26,0.0043405973593709565
Amount,0.004652936098101889
V27,0.008154060546314313
V9,0.008254236698486217
V23,0.01168586684860804
V2,0.014806170948285402
