feature,mean_importance
Amount,-0.0025585412837068945
V20,-0.0012996680827802366
V4,-0.0010918689243971436
V21,-0.00096937970120754
V19,-0.0006132286207095383
V9,-0.0003399940393506995
V7,-0.00031177264415598315
V10,-7.21934265834001e-05
V18,0.0
V28,0.0
V11,0.0
V14,0.0
V2,0.0
V1,0.0
Class,0.0
V16,0.00010637980276628767
V8,0.0012449565104716066
V15,0.001288751148406142
V24,0.0015080668245730066
V3,0.0027469028550783036
V12,0.004441820130636831
V17,0.004585497612128809
V5,0.005871330181911194
V22,0.00643824473863841
V13,0.007279966661548088
V26,0.007902281494550144
V23,0.009417352599959105
V6,0.009913630200714164
V27,0.013078506011984547
V25,0.02288568029545539
