feature,mean_importance
V4,-0.013250427411508881
V1,-0.011630502257861575
V17,-0.008549510981632657
V3,-0.007744545555822602
V14,-0.0076123369843464905
V18,-0.006933870586307345
V2,-0.0021303078156322377
V5,-0.0015257560558474604
Class,-0.0011471900290520142
V28_ratio_Class,-0.00036685965955340905
Class_multiply_V11,3.837556871981729e-05
V11_ratio_Class,0.00016433456552398252
V26,0.00028683244295253375
Class_multiply_V28,0.0005445407229321741
Class_ratio_V24,0.0008243268061131515
V19,0.001669145898835378
V21,0.0017648518325641405
V22,0.001965590530940231
V25,0.0027230529727682697
V20,0.002964541460457837
V23,0.0036130289966695094
V3_ratio_V21,0.004193197381485469
V23_sum_V6,0.004507791409609196
V28,0.005262064091248919
V9,0.005422864479238209
random_feature,0.00589109516589621
V8,0.006085365919493357
V18_sum_V15,0.007713529890519743
V12,0.008193831065566792
V16,0.012245206590581259
V13,0.01253037278466329
V10,0.013594388247500654
V18_multiply_V15,0.016532825674284712
V7,0.016798923855791736
V27,0.01810676283612591
V24_ratio_V28,0.01878412581661193
Amount,0.01948779247772676
V24,0.024611009920805404
V15,0.02680070845911824
V6,0.02845524362760714
V11,0.0359916626808753
