feature,mean_importance
V26,-0.013396345467870052
V21,-0.010196455374319523
V24,-0.01009890534984852
V2,-0.005977841500169312
V27,-0.004131651212447962
V8,-0.002301380373248163
V19,-0.0022839292674401213
V18,-0.002137714394621892
V28_ratio_Class,-0.002119445198536951
V23,-0.001835538304359763
V10,-0.001133204759610784
Class_multiply_V28,-0.00021832932262044746
Class,0.0
Class_multiply_V11,0.0
V11_ratio_Class,1.6153029719090384e-05
V6,0.0005394932275671671
V1,0.0005796852033945754
Class_ratio_V24,0.0012947751347159643
V16,0.003909964465668714
V3,0.004492246996047555
V25,0.0047073835987763825
V23_sum_V6,0.004736131412010525
V11,0.0048121617956158325
V12,0.004921337858413821
Amount,0.00873921123366972
V14,0.009234385858492344
V20,0.010452948146243446
V3_ratio_V21,0.011624126554472914
V9,0.012376552299964882
V7,0.012481408982471454
V24_ratio_V28,0.013749235786018787
V15,0.01413272125383409
random_feature,0.015267788798109461
V13,0.018717348149746505
V4,0.019142603315702233
V5,0.02022906504580193
V28,0.02085543583831635
V18_sum_V15,0.022778880475308738
V17,0.02977151557489368
V18_multiply_V15,0.030760728668864167
V22,0.036013221391110184
