feature,mean_importance
V16,-0.013998351309471312
V18_multiply_V15,-0.012401504086745318
V2,-0.010963820507701172
random_feature,-0.010060915570661777
V23_sum_V6,-0.008275400195181559
V19,-0.00677886856162071
V4,-0.006131793985721279
V22,-0.005099853272776489
V18_sum_V15,-0.004447323689919536
V28,-0.003245626556018744
V14,-0.003027065830519771
V12,-0.002810739265942619
V24_ratio_V28,-0.002083383271282413
V13,-0.0012651113892311106
V28_ratio_Class,-0.0010561710683999691
V18,-0.0009694422131131031
V1,-0.00046494068858016213
V11_ratio_Class,-0.00026001702637086234
V23,-0.00020917264687425607
Class_multiply_V11,0.0
Class,0.0
Class_ratio_V24,0.0
Class_multiply_V28,0.0
V3_ratio_V21,0.00015938654523135477
V20,0.0008244060261940245
Amount,0.0008790110508023474
V17,0.0008823581779678236
V24,0.0011252793327818367
V27,0.0013519041211706106
V7,0.0037714768128358058
V11,0.005431057880983703
V3,0.005924727727985779
V25,0.006276635945045239
V21,0.006741777091070889
V6,0.00834947911516486
V10,0.011761751058623472
V15,0.012249084714504966
V5,0.012429647825761591
V9,0.015367595273310464
V26,0.01616341994007935
V8,0.016435186076209928
