name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,logloss,1.098612258865788,8.41
2_DecisionTree,Decision Tree,logloss,1.192092966562092e-07,20.81
3_Linear,Linear,logloss,0.07856382850833633,15.76
4_Default_Xgboost,Xgboost,logloss,0.043196168786895354,12.06
5_Default_NeuralNetwork,Neural Network,logloss,0.10291296324660028,5.01
6_Default_RandomForest,Random Forest,logloss,0.48490145850498956,7.42
Ensemble,Ensemble,logloss,1.192092966562092e-07,1.99
