feature,mean_importance
V26,-0.005468544637760054
V16,-0.004990515546069973
V25,-0.003295644991380109
V5,-0.002915898262307692
V13,-0.0028723432374771598
V21,-0.0023443730982317225
V17,-0.0008911081566532753
V8,-0.000764021786705138
V24,-0.00039189061612261434
V12,-0.0003745210341355554
V27,-1.7036489546140565e-05
V4,0.0
V10,0.0
V28,0.0
V22,0.0
Class,0.0
V20,2.2204460492503132e-17
V14,2.2204460492503132e-17
V7,2.2204460492503132e-17
V3,2.2204460492503132e-17
V1,2.2204460492503132e-17
V2,6.661338147750939e-17
V23,6.422692516445671e-05
V6,0.001419676097607092
V19,0.0022542537415918273
Amount,0.002440918627897237
V18,0.003076169184969668
V9,0.007181586501228132
V15,0.007638465398337302
V11,0.02647230722021492
