feature,mean_importance
V27,-0.006659456125700891
V15,-0.0037765151568393217
V26,-0.0016534935367011673
V19,-0.0010801476906016072
V1,-0.000578467701519525
V3,-0.0005148053140871855
V14,-0.0002493601660939149
V6,-0.00022318564865226876
V20,-0.0002096857721968437
V8,-0.0001899602389596744
V24,-0.00014727760245012434
V2,-0.0001436718353935884
V9,-9.408985308108075e-05
V11,-8.327625584789722e-05
V10,-8.13970450861401e-05
V25,-1.2097807841238151e-05
V7,-7.819585205393053e-06
Class,0.0
V4,0.0
V5,1.114044035850359e-05
V22,7.37483961021912e-05
V17,9.071529480664253e-05
V23,0.0003545511540262947
V21,0.0003798923930879994
V28,0.0008653029873385343
V18,0.0008820829630844518
V16,0.0011106407955377763
V13,0.001216223611967626
V12,0.0014539824067596018
Amount,0.0020661432279983406
