feature,mean_importance
V25,-0.004375897956595165
V23,-0.003969208467818763
Amount,-0.0039041796990998854
V9,-0.003322213472373625
V18_sum_V15,-0.002857816907435096
V21,-0.0022746139704493684
V22,-0.0018380757177771877
V4,-0.0016259935225794609
V12,-0.0015972668341340368
V11,-0.0012913673089065768
V20,-0.0012845483278001169
V26,-0.0012357132463279852
V7,-0.0009092251831107178
V23_sum_V6,-0.0007062783043427778
V19,-0.00016002722238563915
V3_ratio_V21,-5.705598180285598e-05
V28_ratio_Class,-3.9956583956102246e-05
V24_ratio_V28,-3.8660096023779286e-05
Class,-2.6588483029410527e-05
V11_ratio_Class,-1.3175395397313495e-05
V18,1.8838884424865475e-05
Class_ratio_V24,0.0001660509212346284
V5,0.0005597839349616107
V16,0.0005711884061728289
Class_multiply_V28,0.0006067830554236542
V6,0.0006099324837520292
V28,0.0011849813265518926
V13,0.001237651079452795
V27,0.0015412709154306147
V2,0.001656027729807663
V3,0.0018931676085830683
V17,0.002047942845320794
Class_multiply_V11,0.002119356618850565
V8,0.0028569291569544575
V1,0.003000527144705778
V10,0.0038026703620028133
V24,0.003891781345245682
V14,0.004122144531517225
V15,0.004820073463075248
V18_multiply_V15,0.006120582172595079
