feature,mean_importance
Class_multiply_V28,-0.007244287955486905
V16,-0.0031680257252372666
V17,-0.002060791775917603
V18,-0.0016400320849268458
V23,-0.0015727615444340204
V10,-0.0014984019516488534
V18_multiply_V15,-0.0012756183890945793
V3,-0.0012065384108224998
V24,-0.0011530088669687855
V22,-0.0010465984802402683
V14,-0.0010249513658872722
Class_ratio_V24,-0.0009724411119625298
V11,-0.0009682489961024832
V19,-0.0008910536618863318
V28,-0.0008454435724629227
V7,-0.0008208476913209361
V1,-0.0008121285014437874
V12,-0.000808921774094662
V2,-0.0005099088985055733
V20,-0.0004883485690369005
V23_sum_V6,-0.0004665223137401142
V8,-0.0004313243155335877
V25,-0.0004281708221794744
V26,-0.00023792024315802963
V11_ratio_Class,-0.00021845995514826466
V4,-0.0001656801305643052
V9,-0.00014090861081970108
V21,-0.00011927469473014263
Class,-3.48258914131927e-05
V24_ratio_V28,-3.1649105872011416e-05
V6,6.19587913687214e-05
V13,0.0003803900985519526
V3_ratio_V21,0.0006263701048465853
V27,0.0009073094806403059
Amount,0.0010450085475379512
V18_sum_V15,0.0015516425801876733
V15,0.0015851418439635668
Class_multiply_V11,0.0017986671526375453
V5,0.002054332380471302
V28_ratio_Class,0.0043972810029552
