name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,rmse,575.0804045028862,2.54
2_DecisionTree,Decision Tree,rmse,579.6767857443824,17.71
3_Default_Xgboost,Xgboost,rmse,575.2156480154316,10.91
4_Default_NeuralNetwork,Neural Network,rmse,575.69719712104,3.54
5_Default_RandomForest,Random Forest,rmse,576.3427515749069,19.63
Ensemble,Ensemble,rmse,575.07696975516,0.35
