feature,mean_importance
V23,-0.016827621559380047
V16,-0.016196365470690078
V3,-0.014227183263967037
V9,-0.009406043682943444
Amount,-0.008918438444105559
V18,-0.007784577890267363
V1,-0.005856873783746219
V13,-0.002466527335645341
V25,-0.0012630718251496643
V19,-0.0006196930697027314
V8,-0.0005613732550170836
V12,0.0
Class,0.0
V11,0.0
V26,0.0012031699044430689
V6,0.0020852847766602125
V2,0.002605248965005602
V28,0.003336560948518641
V7,0.0033602200425507877
V10,0.004152436513778746
V5,0.0051690023539895154
V14,0.007454344436339388
V24,0.007935572125441603
V17,0.008239982113137501
V22,0.008581826003382953
V4,0.008912782967861198
V20,0.011119394117267544
V15,0.012985590944056736
V21,0.01712335720197857
V27,0.01857500473068212
