feature,mean_importance
V1,-0.019399189414003426
V19,-0.017973182825425083
V3,-0.011304393718010486
V10,-0.010455201656127011
V27,-0.0017074247640288087
V11,0.0002657929716890717
Class,0.000845086555011143
V17,0.0016662886064290783
V20,0.0018914410375037605
V14,0.0021399763375413716
V2,0.002442983888202255
Amount,0.0024871747285479585
V21,0.0026485170527545065
V26,0.004789633887232592
V25,0.004894683086205598
V8,0.006013851714506591
V16,0.006344717190737326
V4,0.0076731904382200565
V18,0.007960599855784834
V15,0.009021107063056455
V23,0.011145947278500535
V6,0.011594566595746958
V24,0.013134499895506923
V9,0.013751102508382606
V22,0.015417581814245684
V12,0.01814188842537212
V7,0.018351362258796168
V5,0.01842952006264471
V28,0.02010694190174269
V13,0.026791610095398256
