feature,mean_importance
V19,-0.034520234046536126
V4,-0.022720324863862374
V12,-0.01169924486856555
V8,-0.010685944849571171
V3,-0.008694448081994554
Amount,-0.008354806499294477
V5,-0.0062770637086704715
V24,-0.0023867844636879633
V14,-0.0022842620471212882
V10,-0.0017350891243333778
V9,-0.0016076612050950345
V1,-0.0011539720708784174
V13,-0.0008289904174697327
V28,-0.0005685658754592815
Class,-6.978521661515913e-06
V7,0.0
V15,0.001402761237247052
V27,0.0021451630832786785
V18,0.0038864648286127236
V17,0.005047523366205109
V23,0.008324982157593652
V21,0.009227507486953269
V6,0.00956510276667304
V11,0.009856287821266907
V22,0.010799726375104601
V20,0.0113531206478231
V16,0.011902704638168959
V2,0.012736140997507306
V26,0.02244122648653022
V25,0.03232495240855462
