name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,rmse,1.239595939554695,0.64
2_DecisionTree,Decision Tree,rmse,1.67992943325022,3.97
3_Linear,Linear,rmse,1.4245257283854929,2.45
4_Default_Xgboost,Xgboost,rmse,1.2924974087220111,2.43
5_Default_NeuralNetwork,Neural Network,rmse,1.3646123737588296,1.25
6_Default_RandomForest,Random Forest,rmse,1.4167109028626792,3.53
Ensemble,Ensemble,rmse,1.239595939554695,0.27
