feature,mean_importance
V15,-0.0023254000332117108
V21,-0.002280799992713289
V16,-0.0005835959048633655
V4,-0.00032237275550424106
V7,-0.0002008012050400243
V19,-0.0001911291267813864
V14,0.0
V20,0.0
V18,0.0
V17,0.0
V28,0.0
V12,0.0
Class,0.0
V1,0.0
V9,0.0
V11,0.0
V3,0.0
V2,0.0
V22,0.00010558711466568393
V5,0.00011550075820740969
V10,0.0004723652609117668
Amount,0.0007903889659980345
V24,0.0014980276934523306
V8,0.0016316464547276644
V27,0.0017246726327481588
V6,0.002423056973629878
V26,0.0029270185869926914
V13,0.0032595944501066175
V25,0.003928252542352628
V23,0.0053614691908200115
