feature,mean_importance
V9,-0.035858204625090616
V17,-0.03278226584682398
V24,-0.017822107401684238
V16,-0.017415451591744024
V23,-0.016469395512234787
Amount,-0.016120759388885554
V14,-0.014197699190731328
V21,-0.01170366092465278
V5,-0.01051882409090874
V11,-0.008675327199996263
V19,-0.00776435054146436
V26,-0.0031061354556477516
V12,-0.002250758974839684
V18,-0.0019100027661981712
Class,-0.0011699153853985456
V28,0.0025300731319141566
V6,0.0027827547514910345
V4,0.0038055370739717097
V25,0.0041464445383657235
V2,0.006589806343416149
V20,0.0073801509834334755
V1,0.008575603450584834
V10,0.009536938114623573
V7,0.010761221530758758
V8,0.01149847263026893
V22,0.01988077474742698
V3,0.022308557559756005
V15,0.026521170953965334
V27,0.03771825794323902
V13,0.05282721828954153
