feature,mean_importance
V27,-0.002617940986711953
V6,-0.0023451145795136963
V19,-0.0020060401662176596
V10,-0.001821025822421074
V24,-0.0016400063835611655
V22,-0.001237585720868206
V12,-0.0010172963352194087
V13,-0.0008712434485308229
V16,-0.000647471883207551
V9,-1.1708443178193307e-05
V17,-6.36425819311448e-06
V18,0.0
V14,0.0
V23,0.0
V26,0.0
V21,0.0
V20,0.0
Class,0.0
V28,0.0
V11,0.0
V8,0.0
V7,0.0
V5,0.0
V4,0.0
V3,0.0
V15,0.0
Amount,0.0003679672394599542
V2,0.0006530782534376778
V1,0.0007468916607059617
V25,0.0013817512996705307
