feature,mean_importance
V7,-0.0018035377592217293
V8,-0.0012805485075933376
V3,-0.0006713409144168736
Amount,-0.0006692241232459928
V27,-0.0003986726641022287
V6,-0.00038129167730032164
V4,-0.0002693817541879362
V25,-0.00025271730745659584
V24,-0.00022489891766017678
V11,-4.945248235488364e-05
V20,0.0
V18,0.0
V16,0.0
V15,0.0
V14,0.0
V12,0.0
V10,0.0
V9,0.0
V5,0.0
V2,0.0
V1,0.0
V28,0.0
Class,0.0
V17,4.1819499367523604e-05
V23,7.359712700258925e-05
V21,0.0008707161425864918
V22,0.0016715484767859223
V26,0.002852431243351816
V13,0.003406754988497429
V19,0.006352391304012261
