feature,mean_importance
V25,-0.00580312739861315
V9,-0.0052861601023294295
V11,-0.0014075747747098744
V8,-0.0013702793546100712
V18,-0.0012272631430054082
V14,-0.0009936524980677542
V23,-0.0008769601010126138
V16,-0.0007781900554832078
V1,-0.0007204359134702631
V4,-0.0003708916135719553
V5,-6.928636410346023e-05
V20,-3.169417294413002e-05
V24,0.0
V22,0.0
Class,0.0
V26,3.9189689534246955e-05
V15,0.00013363682662874686
V13,0.00032087842617167794
V27,0.0004276809823878347
V19,0.0006521276004292309
V21,0.0007565227355867288
V7,0.000932436162261463
V12,0.0010668582382968416
V2,0.0032289963761455986
V17,0.0033885682825160134
V6,0.0036119013082171803
V10,0.004400632776258706
V28,0.006446132929731929
V3,0.022781484141666985
Amount,0.049037298344737246
