name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,rmse,4.3913780785534735,1.29
2_DecisionTree,Decision Tree,rmse,4.376449357230282,4.12
3_Linear,Linear,rmse,4.526769456046244,4.19
4_Default_Xgboost,Xgboost,rmse,4.483093883348201,1.6
5_Default_NeuralNetwork,Neural Network,rmse,4.663271129338641,1.68
6_Default_RandomForest,Random Forest,rmse,4.4688683181556055,4.78
Ensemble,Ensemble,rmse,4.3339393907366155,0.29
