name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,logloss,1.098612258865788,2.75
2_DecisionTree,Decision Tree,logloss,1.192092966562092e-07,17.88
3_Linear,Linear,logloss,0.04285670240004021,6.94
4_Default_Xgboost,Xgboost,logloss,0.03487745567153373,6.09
5_Default_NeuralNetwork,Neural Network,logloss,0.6053576748480246,2.46
6_Default_RandomForest,Random Forest,logloss,0.4678180536348018,3.84
Ensemble,Ensemble,logloss,1.192092966562092e-07,0.81
