feature,mean_importance
V12,-0.012501557066040104
V24,-0.009966543789139326
V5,-0.008609780507389874
V18,-0.006066967185584371
V15,-0.005800251608835172
V20,-0.005725536009829391
V9,-0.003344416576860354
V19,-0.0031576664829397138
V7,-0.002269777548702745
V16,-0.0016673405764401571
V23_sum_V6,-0.0011493381941132697
V11_ratio_Class,-0.00110511528789905
V18_sum_V15,-0.00031703018724451584
V24_ratio_V28,-2.940719552864124e-05
Class_multiply_V11,0.000557324938293835
Class,0.000679884600609526
V14,0.0013692039188279103
V3_ratio_V21,0.0013960678354714596
V6,0.0021668634854816737
V3,0.002486824419083078
V8,0.00270982763676999
Class_ratio_V24,0.0028967443285062623
V23,0.0032310704079677064
V28_ratio_Class,0.0033382757890921154
Class_multiply_V28,0.005633093266186329
V10,0.005708147921139428
V21,0.006011584973893402
V25,0.006231105622085042
V17,0.006466468741086117
V4,0.006487392154537819
V28,0.007180662631728207
V22,0.008081261294961539
V2,0.008811542481697465
V18_multiply_V15,0.008910411678172104
V1,0.009944950489047777
V11,0.011039241446521774
V26,0.012395224570466646
V13,0.013191180112534529
V27,0.017490537059863965
Amount,0.018027571300036536
