name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,rmse,1476.2592253255111,3.96
2_DecisionTree,Decision Tree,rmse,1555.8642661796148,23.37
3_Linear,Linear,rmse,1513.1075268005986,14.29
4_Default_Xgboost,Xgboost,rmse,1478.353352640239,7.44
5_Default_NeuralNetwork,Neural Network,rmse,1515.9232909585355,2.16
6_Default_RandomForest,Random Forest,rmse,1479.1353959622943,8.28
Ensemble,Ensemble,rmse,1473.7579018537958,0.21
